,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
106470,53857,Ginette Jany-Sendral,F,20.0,,,France,FRA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
106471,53857,Ginette Jany-Sendral,F,24.0,,,France,FRA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Freestyle,
106472,53857,Ginette Jany-Sendral,F,24.0,,,France,FRA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
106473,53857,Ginette Jany-Sendral,F,24.0,,,France,FRA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Backstroke,
106528,53882,Jorge Jaramillo,M,16.0,147.0,50.0,Colombia,COL,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",
106529,53882,Jorge Jaramillo,M,16.0,147.0,50.0,Colombia,COL,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Butterfly,
106530,53882,Jorge Jaramillo,M,19.0,147.0,50.0,Colombia,COL,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Butterfly,
106531,53882,Jorge Jaramillo,M,19.0,147.0,50.0,Colombia,COL,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Butterfly,
106560,53890,Anne Elizabeth Jardin (-Alexander),F,16.0,179.0,77.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Freestyle,
106561,53890,Anne Elizabeth Jardin (-Alexander),F,16.0,179.0,77.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Freestyle,
106562,53890,Anne Elizabeth Jardin (-Alexander),F,16.0,179.0,77.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
106563,53890,Anne Elizabeth Jardin (-Alexander),F,16.0,179.0,77.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
106564,53891,Barbara Jardin,F,20.0,168.0,59.0,Canada,CAN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Freestyle,
106565,53891,Barbara Jardin,F,20.0,168.0,59.0,Canada,CAN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
106569,53893,Vronique Jardin,F,17.0,174.0,59.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
106570,53893,Vronique Jardin,F,25.0,174.0,59.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
106679,53952,Martti Sakari Jrventaus,M,19.0,184.0,71.0,Finland,FIN,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Breaststroke,
106680,53952,Martti Sakari Jrventaus,M,19.0,184.0,71.0,Finland,FIN,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Breaststroke,
106681,53952,Martti Sakari Jrventaus,M,23.0,184.0,71.0,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Breaststroke,
106682,53952,Martti Sakari Jrventaus,M,23.0,184.0,71.0,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,
106685,53955,Tyyne Maria Jrvi (-Sjblad),F,21.0,,,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,
106686,53956,Paul Jarvie,M,19.0,175.0,72.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 100 metres Breaststroke,
106687,53956,Paul Jarvie,M,19.0,175.0,72.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Breaststroke,
106688,53956,Paul Jarvie,M,19.0,175.0,72.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
106689,53956,Paul Jarvie,M,23.0,175.0,72.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Breaststroke,
106690,53956,Paul Jarvie,M,23.0,175.0,72.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Breaststroke,
106691,53956,Paul Jarvie,M,23.0,175.0,72.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
106713,53964,"Ritva Kaarina Jrvinen (-Ritvas, -Jaakola)",F,19.0,170.0,64.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 100 metres Freestyle,
106714,53964,"Ritva Kaarina Jrvinen (-Ritvas, -Jaakola)",F,19.0,170.0,64.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 400 metres Freestyle,
106715,53964,"Ritva Kaarina Jrvinen (-Ritvas, -Jaakola)",F,19.0,170.0,64.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
106732,53968,Christine Anne Jarvis (-Ilman),F,22.0,170.0,69.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Breaststroke,
106733,53968,Christine Anne Jarvis (-Ilman),F,22.0,170.0,69.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Breaststroke,
106734,53968,Christine Anne Jarvis (-Ilman),F,26.0,170.0,69.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Breaststroke,
106735,53968,Christine Anne Jarvis (-Ilman),F,26.0,170.0,69.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Breaststroke,
106745,53973,John Arthur Jarvis,M,28.0,,,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Swimming,"Swimming Men's 1,000 metres Freestyle",Gold
106746,53973,John Arthur Jarvis,M,28.0,,,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Swimming,"Swimming Men's 4,000 metres Freestyle",Gold
106747,53973,John Arthur Jarvis,M,34.0,,,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's 400 metres Freestyle,Bronze
106748,53973,John Arthur Jarvis,M,34.0,,,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's One Mile Freestyle,Silver
106749,53973,John Arthur Jarvis,M,34.0,,,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,Bronze
106750,53973,John Arthur Jarvis,M,36.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle",
106753,53976,"Anthony Andrew ""Tony"" Jarvis",M,23.0,191.0,76.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,
106754,53976,"Anthony Andrew ""Tony"" Jarvis",M,23.0,191.0,76.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,
106755,53976,"Anthony Andrew ""Tony"" Jarvis",M,23.0,191.0,76.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
106756,53976,"Anthony Andrew ""Tony"" Jarvis",M,23.0,191.0,76.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
106772,53984,Beate Jasch,F,17.0,165.0,52.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Freestyle,
106773,53984,Beate Jasch,F,17.0,165.0,52.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
106774,53984,Beate Jasch,F,17.0,165.0,52.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Butterfly,
106775,53984,Beate Jasch,F,17.0,165.0,52.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,
106819,53997,Omar Youssif Jasim Al-Maaliki,M,17.0,168.0,64.0,Bahrain,BRN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,
106879,54028,"Chester Andrew ""Chet"" Jastremski",M,23.0,175.0,80.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
106880,54028,"Chester Andrew ""Chet"" Jastremski",M,27.0,175.0,80.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
107004,54085,Carlos Alberto Borges Jayme,M,20.0,190.0,90.0,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
107005,54085,Carlos Alberto Borges Jayme,M,24.0,190.0,90.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
107006,54085,Carlos Alberto Borges Jayme,M,24.0,190.0,90.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
107089,54125,"Constance Mabel ""Connie"" Jeans",F,20.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Women's 100 metres Freestyle,
107090,54125,"Constance Mabel ""Connie"" Jeans",F,20.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Women's 300 metres Freestyle,
107091,54125,"Constance Mabel ""Connie"" Jeans",F,20.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
107092,54125,"Constance Mabel ""Connie"" Jeans",F,24.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 100 metres Freestyle,
107093,54125,"Constance Mabel ""Connie"" Jeans",F,24.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 400 metres Freestyle,
107094,54125,"Constance Mabel ""Connie"" Jeans",F,24.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
107095,54126,Ccile Jeanson (-Fazan),F,19.0,173.0,62.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Butterfly,
107096,54126,Ccile Jeanson (-Fazan),F,23.0,173.0,62.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,
107097,54126,Ccile Jeanson (-Fazan),F,23.0,173.0,62.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,
107098,54126,Ccile Jeanson (-Fazan),F,23.0,173.0,62.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
107099,54126,Ccile Jeanson (-Fazan),F,28.0,173.0,62.0,France,FRA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Butterfly,
107100,54126,Ccile Jeanson (-Fazan),F,28.0,173.0,62.0,France,FRA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Butterfly,
107104,54129,Jean Anne Jeavons,F,16.0,167.0,57.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Butterfly,
107105,54129,Jean Anne Jeavons,F,16.0,167.0,57.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Butterfly,
107106,54129,Jean Anne Jeavons,F,16.0,167.0,57.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
107120,54138,"Perry Timothy ""Tim"" Jecko",M,18.0,186.0,73.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
107125,54141,Ji Jedlika,M,21.0,187.0,81.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,
107126,54141,Ji Jedlika,M,21.0,187.0,81.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,
107141,54149,Otylia Jdrzejczak,F,16.0,187.0,73.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Butterfly,
107142,54149,Otylia Jdrzejczak,F,16.0,187.0,73.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Butterfly,
107143,54149,Otylia Jdrzejczak,F,16.0,187.0,73.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
107144,54149,Otylia Jdrzejczak,F,20.0,187.0,73.0,Poland,POL,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Freestyle,Silver
107145,54149,Otylia Jdrzejczak,F,20.0,187.0,73.0,Poland,POL,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Butterfly,Silver
107146,54149,Otylia Jdrzejczak,F,20.0,187.0,73.0,Poland,POL,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Butterfly,Gold
107147,54149,Otylia Jdrzejczak,F,24.0,187.0,73.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,
107148,54149,Otylia Jdrzejczak,F,24.0,187.0,73.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,
107149,54149,Otylia Jdrzejczak,F,24.0,187.0,73.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Butterfly,
107150,54149,Otylia Jdrzejczak,F,28.0,187.0,73.0,Poland,POL,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,
107151,54149,Otylia Jdrzejczak,F,28.0,187.0,73.0,Poland,POL,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Butterfly,
107185,54169,Margaret Kathleen Jeffrey,F,16.0,,,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 400 metres Freestyle,
107186,54169,Margaret Kathleen Jeffrey,F,16.0,,,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
107189,54171,"Rhiannon ""Rhi"" Jeffrey",F,17.0,182.0,76.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
107200,54177,Toni Maree Jeffs (-Evans),F,23.0,175.0,,New Zealand,NZL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,
107201,54177,Toni Maree Jeffs (-Evans),F,23.0,175.0,,New Zealand,NZL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Freestyle,
107217,54182,Milan Jeger,M,29.0,190.0,92.0,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 400 metres Freestyle,
107218,54182,Milan Jeger,M,29.0,190.0,92.0,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
107398,54268,Brian Jenkins,M,21.0,173.0,79.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Butterfly,
107399,54268,Brian Jenkins,M,21.0,173.0,79.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
107445,54301,"Susan Pamela ""Sue"" Jenner (-Goldsworthy)",F,16.0,162.0,53.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Butterfly,
107446,54301,"Susan Pamela ""Sue"" Jenner (-Goldsworthy)",F,16.0,162.0,53.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
107453,54305,Jean Jenni,M,,,,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 100 metres Freestyle,
107509,54339,"Barbara Jayne M. Jensen (-Reeve, -Jackson)",F,18.0,,,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,
107537,54357,Ditte Christiane Jensen,F,15.0,,,Denmark,DEN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
107538,54357,Ditte Christiane Jensen,F,15.0,,,Denmark,DEN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
107551,54368,Finn Martin Jensen,M,21.0,,,Denmark,DEN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 200 metres Breaststroke,
107570,54372,Gitta Poulsgaard Jensen,F,16.0,183.0,68.0,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 50 metres Freestyle,
107571,54372,Gitta Poulsgaard Jensen,F,16.0,183.0,68.0,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Freestyle,
107572,54372,Gitta Poulsgaard Jensen,F,16.0,183.0,68.0,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
107573,54372,Gitta Poulsgaard Jensen,F,16.0,183.0,68.0,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
107574,54372,Gitta Poulsgaard Jensen,F,20.0,183.0,68.0,Denmark,DEN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,
107575,54372,Gitta Poulsgaard Jensen,F,20.0,183.0,68.0,Denmark,DEN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Freestyle,
107576,54372,Gitta Poulsgaard Jensen,F,20.0,183.0,68.0,Denmark,DEN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Freestyle,
107577,54372,Gitta Poulsgaard Jensen,F,20.0,183.0,68.0,Denmark,DEN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
107578,54372,Gitta Poulsgaard Jensen,F,20.0,183.0,68.0,Denmark,DEN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
107603,54390,Julie Kepp Jensen,F,16.0,177.0,65.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
107619,54400,Kirsten Hedegaard Jensen (-Kristensen),F,17.0,,,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 200 metres Breaststroke,
107627,54408,Lars Kraus Jensen (-Kraus-Jensen),M,20.0,184.0,82.0,Denmark,DEN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Backstroke,
107628,54408,Lars Kraus Jensen (-Kraus-Jensen),M,24.0,184.0,82.0,Denmark,DEN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Backstroke,
107629,54408,Lars Kraus Jensen (-Kraus-Jensen),M,24.0,184.0,82.0,Denmark,DEN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Individual Medley,
107630,54408,Lars Kraus Jensen (-Kraus-Jensen),M,24.0,184.0,82.0,Denmark,DEN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 400 metres Individual Medley,
107631,54409,Larsen Alan Jensen,M,18.0,185.0,88.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 400 metres Freestyle,
107632,54409,Larsen Alan Jensen,M,18.0,185.0,88.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
107633,54409,Larsen Alan Jensen,M,22.0,185.0,88.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 400 metres Freestyle,Bronze
107634,54409,Larsen Alan Jensen,M,22.0,185.0,88.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,"Swimming Men's 1,500 metres Freestyle",
107675,54434,Pernille Poulsgaard Jensen,F,15.0,170.0,57.0,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 400 metres Freestyle,
107676,54434,Pernille Poulsgaard Jensen,F,15.0,170.0,57.0,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 800 metres Freestyle,
107747,54462,Lene Jenssen (-Holmertz),F,19.0,178.0,62.0,Norway,NOR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Freestyle,
107807,54494,Jeon Ok-Ja,F,16.0,157.0,46.0,South Korea,KOR,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Backstroke,
107833,54509,Jeong Da-Rae,F,16.0,173.0,64.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Breaststroke,
107834,54509,Jeong Da-Rae,F,20.0,173.0,64.0,South Korea,KOR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,
107844,54517,Jeong Du-Hui,M,19.0,180.0,73.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Butterfly,
107845,54517,Jeong Du-Hui,M,19.0,180.0,73.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Butterfly,
107945,54572,Jeong On-Ra,F,14.0,,,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Freestyle,
107946,54572,Jeong On-Ra,F,14.0,,,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
107947,54572,Jeong On-Ra,F,14.0,,,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
107976,54585,Jeong Seul-Gi,F,20.0,175.0,60.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Breaststroke,
107977,54585,Jeong Seul-Gi,F,20.0,175.0,60.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Breaststroke,
108003,54601,Jeong Won-Yong,M,20.0,178.0,74.0,South Korea,KOR,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Individual Medley,
108004,54601,Jeong Won-Yong,M,20.0,178.0,74.0,South Korea,KOR,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 400 metres Individual Medley,
108054,54633,Vinka Jerievi,F,19.0,,,Yugoslavia,YUG,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 200 metres Breaststroke,
108234,54704,Ahmed Mohamed Jewel,M,21.0,169.0,63.0,Bangladesh,BAN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 50 metres Freestyle,
108263,54721,Linda Louise Jezek,F,16.0,173.0,58.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Backstroke,
108264,54721,Linda Louise Jezek,F,16.0,173.0,58.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
108313,54746,Ji Liping,F,23.0,179.0,70.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,
108314,54746,Ji Liping,F,23.0,179.0,70.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
108320,54748,Ji Sang-Jun,M,18.0,,,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Backstroke,
108321,54748,Ji Sang-Jun,M,18.0,,,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Backstroke,
108322,54748,Ji Sang-Jun,M,22.0,,,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Backstroke,
